AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,199.5,175.0,207.6,161.5,190.5,160.4,131.2,149.4,144.5
Cash_from_Operations,1010.4,289.0,549.0,434.5,422.0,275.1,339.8,322.9,277.0
Diluted_EPS,4.065,-1.187,1.383,1.0,1.638,3.648,0.416,-0.482,-0.825
Goodwill_Intangibles,2339.7,2353.5,2550.2,2528.8,2619.4,1708.4,1575.4,2304.9,1756.0
LT_Debt,2989.9,3866.7,3738.9,3955.1,3051.9,3199.1,3239.8,3375.1,4352.9
Net_Income,463.8,-134.7,157.6,115.0,189.4,420.2,47.2,-53.0,-80.3
Revenue,3369.8,2178.5,3326.1,2626.7,2400.8,2199.3,2199.4,2142.3,2894.4
Shares_Diluted,114.103,113.515,113.947,115.071,115.628,115.189,113.676,109.979,109.979
Total_Assets,6224.2,6558.9,6650.1,5756.3,4685.9,4670.8,4350.9,4422.4,5741.7
Total_Liabilities,4685.4,5435.0,5384.9,4610.6,3588.7,3736.7,3842.9,3984.3,5271.7
