AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,56.9,63.7,70.8,59.7,51.3,40.9,50.8,24.8,23.7
Cash_from_Operations,276.3,198.8,172.0,181.6,159.1,147.8,124.0,79.2,93.5
Diluted_EPS,1.44,1.013,1.522,1.544,1.097,1.082,1.174,0.969,0.728
Goodwill_Intangibles,248.4,243.7,207.6,211.1,202.5,167.6,125.2,87.7,47.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,149.2,102.3,155.2,156.5,107.3,104.3,112.8,92.5,68.6
Revenue,958.1,789.0,785.4,713.0,636.0,564.0,544.8,474.4,434.5
Shares_Diluted,103.623,100.971,101.998,101.316,97.887,96.432,96.073,95.457,94.19200000000001
Total_Assets,1957.3,1679.5,1532.1,1300.7,1078.5,927.6,834.1,703.5,566.3
Total_Liabilities,215.9,173.2,129.6,115.2,110.7,95.6,118.8,118.1,93.9
