AAII_YR_DATA,05/29/2022,05/30/2021,05/31/2020,05/26/2019,05/27/2018,05/28/2017,05/29/2016
Capital_Expenditures,28.1,23.8,26.7,44.7,33.6,23.0,39.7
Cash_from_Operations,-24.4,15.0,-17.0,16.0,19.8,29.8,20.8
Diluted_EPS,-3.892,-1.115,-1.31,0.014,0.889,0.383,-0.43
Goodwill_Intangibles,24.0,105.5,107.5,122.0,76.4,77.6,92.4
LT_Debt,0.0,168.2,104.8,90.7,41.0,46.0,49.8
Net_Income,-114.7,-32.7,-35.4,0.4,24.8,10.6,-11.6
Revenue,185.8,171.5,160.1,557.6,524.2,469.8,476.9
Shares_Diluted,29.466,29.294,29.162,28.607,27.915,27.652,27.044
Total_Assets,277.8,502.9,541.3,519.1,404.7,358.6,342.7
Total_Liabilities,187.1,300.1,310.3,248.9,152.1,132.0,131.9
