AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,209.9,12.2,12.9,4.8,2.3
Cash_from_Operations,-53.9,-20.0,6.6,0.7,0.5
Diluted_EPS,-1.079,-0.656,-2.4,-0.674,-0.432
Goodwill_Intangibles,34.7,62.8,3.3,,
LT_Debt,0.0,0.0,0.0,0.0,0.0
Net_Income,-120.4,-72.4,-203.3,-66.9,-42.8
Revenue,160.7,168.0,133.6,64.4,43.7
Shares_Diluted,111.6067,110.2161,84.7088,99.2245,99.2245
Total_Assets,800.7,945.0,692.9,131.2,127.3
Total_Liabilities,72.5,78.7,36.4,18.5,11.3
