AAII_YR_DATA,03/25/2023,03/26/2022,03/27/2021,03/28/2020,03/30/2019,03/31/2018,03/25/2017,03/26/2016,03/28/2015,03/29/2014
Capital_Expenditures,35.1,26.1,18.3,15.7,31.6,55.2,41.8,41.6,15.1,15.1
Cash_from_Operations,339.6,124.8,348.9,295.8,206.7,318.7,369.8,149.0,228.0,228.0
Diluted_EPS,3.088,5.518,3.619,2.638,1.461,2.456,3.924,1.873,0.846,1.65
Goodwill_Intangibles,474.8,593.9,309.5,321.5,354.1,400.3,422.0,450.4,438.9,56.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,60.0,160.4,180.4,0.0
Net_Income,176.7,326.4,217.3,159.5,90.0,162.0,261.2,123.6,55.2,108.1
Revenue,1897.6,1781.5,1369.2,1281.1,1185.5,1532.2,1538.9,1169.3,916.6,714.3
Shares_Diluted,57.226,59.143,60.06,60.462,61.583,65.951,66.561,65.993,65.235,65.535
Total_Assets,2064.0,2123.4,1830.6,1592.7,1352.6,1430.1,1413.5,1181.9,1148.8,724.7
Total_Liabilities,405.7,523.6,441.6,362.9,212.4,268.4,261.8,322.4,392.0,87.4
