AAII_YR_DATA,03/26/2022,03/27/2021,03/28/2020,03/30/2019,03/31/2018,03/25/2017,03/26/2016,03/28/2015,03/29/2014
Capital_Expenditures,10.2,6.6,6.6,7.0,5.9,5.3,4.1,3.5,2.0
Cash_from_Operations,17.6,23.6,11.6,12.6,9.9,7.5,11.0,4.4,7.6
Diluted_EPS,1.5,1.032,1.077,0.951,0.811,0.636,0.579,0.57,0.542
Goodwill_Intangibles,79.8,50.8,49.5,39.8,38.2,40.0,37.3,24.5,20.0
LT_Debt,46.3,17.5,28.4,19.1,20.7,25.9,19.1,12.2,7.6
Net_Income,11.4,7.8,8.1,7.1,5.9,4.5,4.1,4.0,4.0
Revenue,205.0,173.3,173.1,160.9,155.1,143.9,122.2,123.6,118.5
Shares_Diluted,7.589,7.548,7.487,7.515,7.303,7.111,7.121,7.059,7.059
Total_Assets,177.8,132.1,128.1,105.2,96.8,92.1,76.7,62.1,53.9
Total_Liabilities,91.6,57.0,61.0,45.6,45.5,48.7,37.8,27.8,23.8
