AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,63.3,73.3,56.8,397.9,208.5,165.1,212.0,0.0
Cash_from_Operations,47.7,-20.3,21.9,-45.6,-24.1,101.5,29.5,5.0
Diluted_EPS,30.8,9.483,-5.445,28.165,-5.956,9.762,3.722,0.294
Goodwill_Intangibles,0.4,2.0,3.8,178.8,162.5,36.2,42.5,33.1
LT_Debt,1682.5,2572.2,2569.3,3534.8,3609.1,3476.4,3389.9,0.0
Net_Income,397.8,109.0,-65.9,291.5,-64.8,110.9,44.0,5.3
Revenue,158.1,289.7,300.2,273.7,798.1,679.2,455.2,18.6
Shares_Diluted,12.9155,11.493,12.1094,10.3514,10.8733,11.3634,11.8136,18.19
Total_Assets,3253.2,4840.5,4861.8,5085.1,5014.3,4731.1,4825.5,144.3
Total_Liabilities,1844.7,3989.2,3990.8,4044.7,4151.3,3851.4,3808.9,0.2
