AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.0,0.7,0.6,1.3,0.4,0.6,0.3,0.4,0.6,0.6
Cash_from_Operations,-20.3,-10.4,-16.1,-18.5,-20.9,-3.7,-2.8,-5.8,-0.4,-2.5
Diluted_EPS,-0.672,-0.442,-0.348,-0.578,1.89,-0.161,-0.144,0.301,-1.026,-0.396
Goodwill_Intangibles,,,,,0.2,1.9,1.9,2.0,1.9,2.1
LT_Debt,0.1,0.0,0.2,0.4,0.1,2.6,2.8,3.1,3.2,3.2
Net_Income,-23.2,-15.2,-11.9,-19.7,62.7,-5.1,-4.0,8.4,-18.2,-7.0
Revenue,44.5,48.5,27.7,28.2,16.6,10.2,8.8,29.5,27.7,23.7
Shares_Diluted,34.516,34.332,34.212,34.069,33.185,31.42,27.433,27.747,17.756,17.67
Total_Assets,51.8,68.7,74.1,84.7,95.9,31.0,35.1,31.4,24.8,33.2
Total_Liabilities,14.2,15.0,10.4,13.5,8.8,9.0,8.9,8.0,20.1,11.8
