AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,54.7,36.8,26.2,16.2,14.4,10.8,13.0
Cash_from_Operations,86.6,92.3,117.7,77.7,30.6,36.9,-8.9
Diluted_EPS,0.825,1.078,0.423,1.981,0.172,0.204,-0.306
Goodwill_Intangibles,697.2,280.5,282.2,114.3,115.3,116.7,118.1
LT_Debt,443.8,7.6,9.4,0.0,0.0,108.6,107.8
Net_Income,79.4,104.7,40.8,189.9,14.6,16.0,-22.3
Revenue,1701.1,1242.8,1048.7,871.2,843.8,886.9,842.8
Shares_Diluted,96.287,97.153,96.577,95.845,84.611,78.385,72.809
Total_Assets,1960.5,1052.9,991.2,801.3,631.2,624.8,663.9
Total_Liabilities,1193.2,328.4,341.5,202.4,218.3,333.3,379.2
