AAII_YR_DATA,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015
Capital_Expenditures,0.0,0.2,0.5,0.4,0.7,1.8,1.6,8.8
Cash_from_Operations,-26.1,-15.6,-4.7,-3.1,-1.8,-1.6,0.1,-0.6
Diluted_EPS,-6.306,-1.485,-0.661,-0.354,-0.933,0.012,0.061,-0.04
Goodwill_Intangibles,1.6,1.6,1.6,1.6,1.7,,,
LT_Debt,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0
Net_Income,-124.7,-24.5,-10.4,-4.7,-11.6,0.1,0.7,-0.5
Revenue,0.4,0.8,4.9,4.9,4.4,5.6,5.6,4.0
Shares_Diluted,19.7673,16.5227,15.7648,13.2752,12.485,11.63,11.63,11.63
Total_Assets,118.3,154.1,136.3,142.1,116.9,86.2,64.3,
Total_Liabilities,17.8,31.8,19.5,31.2,10.2,33.5,15.5,
