AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,372.3,255.6,174.0,299.2,129.9,106.2,192.6
Cash_from_Operations,251.6,258.8,209.4,170.5,142.6,99.5,97.7
Diluted_EPS,2.053,2.218,1.838,1.539,1.026,0.664,0.488
Goodwill_Intangibles,61.3,65.3,64.4,65.5,56.4,56.3,60.7
LT_Debt,1478.4,1130.8,939.6,690.5,391.0,317.7,232.5
Net_Income,75.8,77.9,62.6,50.4,26.4,14.4,10.5
Revenue,572.7,544.4,481.8,400.4,333.3,272.4,234.8
Shares_Diluted,36.9439,35.1375,34.0589,32.7321,25.7066,21.7407,21.5032
Total_Assets,2101.0,1853.7,1625.6,1451.3,1162.5,1074.6,1016.5
Total_Liabilities,1942.8,1611.1,1344.6,1015.6,746.4,752.0,684.1
