AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.1,0.0,0.2,0.4,0.8,0.8,2.3,2.4
Cash_from_Operations,-7.6,-4.6,-4.7,10.2,-4.7,3.6,1.2,0.8
Diluted_EPS,-4.037,4.988,-0.295,11.085,-11.93,-5.29,-3.675,-4.426
Goodwill_Intangibles,41.1,4.4,4.9,,0.0,0.0,1.5,1.8
LT_Debt,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-27.2,3.0,1.5,6.5,-6.8,-11.8,-8.1,-9.6
Revenue,27.5,7.0,8.1,50.9,42.4,82.3,99.4,107.7
Shares_Diluted,6.7414,0.5961,0.5827,0.5836,0.5693,2.2356,2.2079,2.1801
Total_Assets,74.7,20.1,55.6,59.2,53.3,58.1,73.2,87.9
Total_Liabilities,47.5,3.1,8.1,11.8,11.7,9.0,11.5,15.7
