AAII_YR_DATA,09/01/2022,09/02/2021,09/03/2020,08/29/2019,08/30/2018,08/31/2017,09/01/2016,09/03/2015,08/28/2014,08/29/2013
Capital_Expenditures,12067.0,10030.0,8223.0,9780.0,8879.0,4734.0,5817.0,4021.0,3107.0,1442.0
Cash_from_Operations,15181.0,12468.0,8306.0,13189.0,17400.0,8153.0,3168.0,5208.0,5699.0,1811.0
Diluted_EPS,7.742,5.137,2.376,5.523,11.501,4.41,-0.266,2.478,2.542,1.127
Goodwill_Intangibles,1649.0,1577.0,1562.0,1568.0,1559.0,1615.0,464.0,449.0,468.0,386.0
LT_Debt,6803.0,6621.0,6373.0,4541.0,3780.0,9893.0,9154.0,6301.0,5012.0,4452.0
Net_Income,8687.0,5861.0,2687.0,6313.0,14135.0,5089.0,-276.0,2899.0,3045.0,1190.0
Revenue,30758.0,27705.0,21435.0,23406.0,30391.0,20322.0,12399.0,16192.0,16358.0,9073.0
Shares_Diluted,1122.0,1141.0,1131.0,1143.0,1229.0,1154.0,1036.0,1170.0,1198.0,1056.3
Total_Assets,66283.0,58849.0,53678.0,48887.0,43376.0,35336.0,27540.0,24143.0,22498.0,19118.0
Total_Liabilities,16376.0,14916.0,14682.0,13006.0,11082.0,16715.0,15460.0,11841.0,11727.0,9976.0
