AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,12.3,31.7,42.4,80.2,25.6,3.5,47.8,46.2
Cash_from_Operations,186.6,149.0,133.1,138.2,94.1,78.1,12.9,-15.9
Diluted_EPS,2.357,1.709,1.725,2.168,2.013,2.182,0.935,-0.5760000000000001
Goodwill_Intangibles,9.6,23.8,25.1,,,,,
LT_Debt,720.8,802.1,673.3,548.8,532.0,599.6,507.8,0.0
Net_Income,147.4,100.3,75.5,91.4,76.9,73.8,30.0,-18.3
Revenue,360.3,340.2,283.4,257.6,189.0,142.1,59.4,0.0
Shares_Diluted,62.5437,58.6879,43.7313,42.141,38.2253,33.8427,32.0564,31.7731
Total_Assets,933.6,973.0,956.4,748.2,756.9,422.9,408.0,85.6
Total_Liabilities,766.3,867.9,932.6,752.4,784.2,608.6,512.6,3.2
