AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020
Capital_Expenditures,0.4,0.0,
Cash_from_Operations,-14.6,-3.2,0.0
Diluted_EPS,-0.552,-0.094,-0.003
Goodwill_Intangibles,9.9,,
LT_Debt,0.0,0.0,0.0
Net_Income,-13.9,-2.2,0.0
Revenue,0.5,0.0,
Shares_Diluted,25.2518,23.0084,13.0584
Total_Assets,45.2,53.3,0.2
Total_Liabilities,2.7,1.9,0.0
