AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.6,5.7,1.9,5.1,4.4,3.2,6.7,3.5,6.2
Cash_from_Operations,-0.3,51.0,39.4,42.2,3.4,-1.8,-15.1,-14.8,18.3
Diluted_EPS,0.971,2.368,1.144,2.743,-0.263,-7.177,-7.846,-1.5619999999999998,-1.941
Goodwill_Intangibles,16.5,13.3,14.5,1.0,1.4,1.6,69.1,120.7,4.0
LT_Debt,0.0,0.0,0.0,0.0,46.5,45.8,43.7,20.7,24.1
Net_Income,17.7,38.7,17.9,39.2,-3.2,-87.2,-82.9,-15.5,-6.2
Revenue,366.4,360.1,234.7,287.4,149.1,174.0,162.7,186.2,178.5
Shares_Diluted,18.251,16.365,15.688,14.289,12.3358,12.148,10.5673,9.9163,3.175
Total_Assets,230.5,203.5,131.4,121.9,94.3,94.8,172.5,247.0,127.3
Total_Liabilities,89.1,87.1,68.0,84.4,116.4,115.5,115.8,115.8,138.1
