AAII_YR_DATA,03/31/2022,03/31/2021,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,3.0,1.7,,,,,0.0
Cash_from_Operations,-44.3,-16.9,-0.2,-0.2,-0.2,-0.2,0.0
Diluted_EPS,-4.735,-3.495,-1.508,-2.146,-11.69,-6.166,-7.583
Goodwill_Intangibles,0.5,0.4,,,,,
LT_Debt,26.7,6.4,0.0,0.0,0.0,0.0,0.0
Net_Income,-54.7,-23.1,-0.2,-0.3,-0.5,-0.2,-0.3
Revenue,4.9,1.0,,,,,
Shares_Diluted,11.5502,6.6136,0.159,0.117,0.0401,0.034,0.034
Total_Assets,102.1,126.5,0.5,0.7,0.4,0.4,0.6
Total_Liabilities,35.2,12.9,0.0,0.0,0.0,0.1,0.0
