AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,12.0,2.0,1.8,4.3,3.6
Cash_from_Operations,33.4,33.9,48.4,36.1,36.7
Diluted_EPS,-0.139,0.086,0.102,0.108,0.022
Goodwill_Intangibles,124.4,67.1,45.4,38.4,
LT_Debt,0.0,0.0,0.0,0.0,0.0
Net_Income,-17.8,10.7,12.8,13.6,2.8
Revenue,290.3,287.4,269.9,239.4,195.5
Shares_Diluted,128.353,124.898,125.7537,125.7537,125.7537
Total_Assets,352.0,334.8,134.5,99.3,
Total_Liabilities,49.7,31.4,38.4,19.0,
