AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020
Capital_Expenditures,92.4,1.5,0.0
Cash_from_Operations,28.3,-1.5,0.0
Diluted_EPS,0.003,0.011,0.0
Goodwill_Intangibles,60.9,2.1,0.5
LT_Debt,22.9,0.0,0.0
Net_Income,4.6,14.0,-0.1
Revenue,78.3,11.3,0.0
Shares_Diluted,1325.231,1325.231,1325.231
Total_Assets,251.4,31.6,3.8
Total_Liabilities,219.7,13.5,0.6
