AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,72.7,51.5,50.9,56.1,43.9,38.2,43.8,48.0,31.5
Cash_from_Operations,565.3,569.3,528.1,479.3,432.8,399.9,360.3,368.0,401.5
Diluted_EPS,5.882,4.945,5.566,5.293,4.361,3.532,3.627,3.4610000000000003,3.094
Goodwill_Intangibles,2765.0,2311.1,2167.8,2081.3,2118.9,2068.1,1684.4,1592.4,1660.7
LT_Debt,1190.3,1044.4,848.9,848.3,858.8,1014.2,839.7,760.4,772.0
Net_Income,449.4,377.8,425.5,410.6,337.3,271.1,282.8,279.4,255.2
Revenue,2764.8,2351.6,2494.6,2483.7,2287.3,2113.0,2020.7,2147.8,2024.1
Shares_Diluted,76.4,76.4,76.454,77.563,77.333,76.758,77.972,80.72800000000002,82.48899999999998
Total_Assets,4917.2,4414.4,3813.9,3473.9,3399.6,3154.9,2805.4,2903.5,2887.6
Total_Liabilities,2114.1,1874.2,1550.7,1479.2,1513.1,1611.0,1362.2,1417.0,1314.6
