AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.6,4.5,3.3,3.9,2.7,2.8,0.6,1.3,,
Cash_from_Operations,-0.9,24.3,-10.2,29.9,22.3,28.0,15.2,20.4,17.3,7.4
Diluted_EPS,-2.116,-0.697,0.091,-0.554,0.289,0.944,1.14,0.943,0.7240000000000001,0.496
Goodwill_Intangibles,0.5,0.5,0.5,0.5,0.7,1.0,1.4,1.8,2.2,2.7
LT_Debt,25.2,29.8,29.6,29.5,29.3,29.1,0.0,0.0,0.0,0.0
Net_Income,-22.5,-7.4,1.0,-6.0,3.1,10.0,8.9,7.0,5.3,2.0
Revenue,130.2,161.2,131.4,145.1,113.8,92.8,77.4,64.2,50.1,36.6
Shares_Diluted,10.6454,10.5879,10.7307,10.7736,10.7169,10.5816,7.8073,7.3779,7.357,4.0597
Total_Assets,320.3,331.3,317.6,321.2,266.8,254.5,169.4,149.1,135.0,116.8
Total_Liabilities,284.2,255.6,224.8,233.0,178.1,160.0,112.8,103.9,94.5,81.1
