AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,14.9,13.0,20.1,16.5,12.8,14.8,15.0,15.4,18.4
Cash_from_Operations,111.8,64.5,95.1,74.7,65.6,39.9,48.1,65.2,80.9
Diluted_EPS,1.941,0.323,0.97,1.414,1.97,0.524,1.095,1.159,1.278
Goodwill_Intangibles,1088.6,1120.0,1150.8,813.6,816.9,817.2,568.8,572.7,567.9
LT_Debt,672.4,735.2,755.2,438.6,471.7,488.3,269.5,240.2,214.4
Net_Income,62.5,9.5,28.6,40.9,55.5,14.7,30.5,32.2,35.9
Revenue,1010.6,862.5,955.1,859.6,796.4,763.5,719.2,740.1,762.7
Shares_Diluted,32.216,29.464,29.495,28.89,28.171,27.964,27.858,27.769,27.769000000000002
Total_Assets,1766.0,1751.7,1775.1,1369.1,1358.0,1329.0,1101.7,1098.2,1090.5
Total_Liabilities,980.6,1042.6,1064.6,706.9,726.5,748.4,516.6,516.9,484.2
