AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,29.6,26.2,14.2,25.0
Cash_from_Operations,115.9,189.4,213.8,94.0
Diluted_EPS,0.781,0.589,0.187,0.037
Goodwill_Intangibles,2005.6,2006.3,2034.5,2068.7
LT_Debt,1085.1,973.1,1300.3,1147.8
Net_Income,179.3,118.1,43.3,8.5
Revenue,1314.1,1401.8,875.4,733.4
Shares_Diluted,229.7265,200.5742,231.6142,231.6142
Total_Assets,2875.0,2978.5,2607.1,2603.1
Total_Liabilities,1652.0,1609.0,1803.4,1569.6
