AAII_YR_DATA,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,259.0,263.5,241.0,341.6,310.8,248.0,205.4,182.9,244.7,355.5
Cash_from_Operations,272.3,-91.6,-3.6,306.4,337.1,280.4,299.9,303.7,369.3,41.8
Diluted_EPS,0.919,0.518,0.512,0.903,1.491,1.462,0.899,0.505,0.46,0.359
Goodwill_Intangibles,146.1,148.2,146.2,116.2,88.1,81.6,70.3,60.7,79.8,86.7
LT_Debt,1115.8,1304.7,1178.2,953.3,1005.7,1026.9,1099.1,975.4,1483.2,1425.3
Net_Income,129.3,72.9,72.2,127.4,210.2,206.1,126.9,71.3,65.0,50.6
Revenue,7698.9,6718.2,5859.8,6602.2,7159.3,6984.1,6088.9,6237.9,7671.5,8414.0
Shares_Diluted,140.785,140.782,140.986,140.974,140.97,140.958,141.034,141.2098,141.2116,141.2136
Total_Assets,6749.5,6757.0,6007.4,5737.1,5906.1,5838.3,5415.9,5031.8,6489.7,6455.1
Total_Liabilities,4557.9,4741.1,4131.1,4002.3,4118.0,4130.7,3923.4,3797.2,4803.5,4854.6
