AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.3,0.1,0.0,0.0,,,,
Cash_from_Operations,-5.5,0.0,0.8,-2.0,-0.1,-0.4,-0.2,0.0
Diluted_EPS,-0.679,0.088,-0.793,0.062,0.237,-0.106,-0.056,0.0
Goodwill_Intangibles,6.6,12.9,7.3,17.1,1.2,,,
LT_Debt,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Net_Income,-27.0,2.5,-16.8,1.4,4.8,-0.5,-0.2,0.0
Revenue,25.0,0.6,19.6,1.5,38.8,0.0,0.0,
Shares_Diluted,39.7487,28.4523,21.2127,23.3495,17.7451,5.125,4.1828,3.6818
Total_Assets,50.5,25.1,22.4,32.9,48.6,50.3,50.8,
Total_Liabilities,18.5,3.2,16.5,13.5,21.3,0.2,0.2,
