AAII_YR_DATA,01/01/2023,01/02/2022,01/03/2021,12/29/2019,12/30/2018,12/31/2017,01/01/2017,01/03/2016,12/28/2014,12/29/2013
Capital_Expenditures,19.4,19.5,18.4,41.2,57.9,55.9,85.0,87.8,74.1,51.5
Cash_from_Operations,15.4,14.1,40.3,65.0,53.8,50.8,80.7,81.4,64.1,36.2
Diluted_EPS,-0.583,0.395,-0.403,-3.184,0.286,-1.351,0.621,1.436,1.351,0.386
Goodwill_Intangibles,56.3,56.3,56.3,56.3,123.5,123.5,123.5,123.5,123.5,123.6
LT_Debt,0.4,0.4,72.3,76.8,79.6,76.4,73.1,74.3,68.9,74.0
Net_Income,-14.6,10.0,-10.2,-84.4,7.7,-36.2,16.6,38.1,35.5,9.0
Revenue,387.4,357.3,315.4,363.5,688.6,669.1,711.8,687.4,611.1,551.3
Shares_Diluted,24.9655,25.3563,25.3414,26.5004,26.8941,26.8215,26.6892,26.5222,26.296,23.2714
Total_Assets,348.7,367.1,568.7,568.6,418.7,423.3,441.6,415.6,358.0,318.8
Total_Liabilities,203.4,212.2,421.0,410.4,178.6,191.8,177.4,171.7,158.4,160.5
