AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,13.1,13.2,8.3,8.3,12.7,14.7,9.8,8.9
Cash_from_Operations,27.7,-18.4,9.0,-5.9,-22.8,-31.5,-18.9,1.1
Diluted_EPS,-0.865,-1.399,-1.657,-1.62,-1.364,-2.19,-2.506,-1.239
Goodwill_Intangibles,23.3,25.5,1.6,1.9,2.0,2.3,2.6,2.9
LT_Debt,262.2,274.2,233.8,87.8,78.2,36.4,49.9,20.0
Net_Income,-28.0,-45.5,-52.6,-50.3,-40.3,-62.1,-63.2,-30.4
Revenue,268.1,295.7,258.7,236.8,236.5,185.1,137.4,104.8
Shares_Diluted,32.3182,32.5397,31.7564,31.0524,29.5899,28.3447,25.2071,24.4957
Total_Assets,362.4,331.7,313.9,192.0,180.4,182.1,140.0,139.6
Total_Liabilities,331.8,357.3,324.1,200.7,213.7,200.1,182.8,128.2
