AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,406.0,457.2,243.0,213.2,252.1,275.9,390.4,362.9,325.3
Cash_from_Operations,2952.6,3016.9,1231.8,1803.7,2341.7,2064.8,2047.2,2008.5,1014.8
Diluted_EPS,1.707,-1.05,-1.114,0.033,0.682,1.297,0.922,1.704,2.487
Goodwill_Intangibles,33032.9,38247.9,42030.2,21240.5,23412.4,25451.5,23679.7,12602.0,6396.4
LT_Debt,18015.2,19717.1,22429.2,11214.3,13161.2,12865.3,15202.9,6295.6,5699.9
Net_Income,2078.6,-1269.1,-669.9,16.8,352.5,696.0,480.0,847.6,929.4
Revenue,16262.7,17886.3,11946.0,11500.5,11433.9,11907.7,11076.9,9429.3,7719.6
Shares_Diluted,1217.4,1208.8,601.2,516.5,516.5,536.7,520.5,497.4,373.7
Total_Assets,50022.2,54842.8,61553.0,31255.5,32734.9,35806.3,34726.2,22267.7,15820.5
Total_Liabilities,28949.9,34350.1,38598.9,19371.7,20567.8,22498.7,23610.0,12503.3,12564.6
