AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,21.2,37.8,30.1,20.5,3.4,1.9,4.3,3.7,3.8
Cash_from_Operations,376.6,1123.3,393.2,135.6,386.2,372.6,-262.7,-133.7,-151.9
Diluted_EPS,5.179,1.885,2.352,1.793,0.754,1.702,1.862,2.178,1.383
Goodwill_Intangibles,663.2,663.2,150.1,153.2,68.3,69.4,66.2,28.8,46.4
LT_Debt,3302.1,2928.4,1940.8,2209.6,1498.1,1586.5,1553.4,1697.1,1257.7
Net_Income,663.0,243.4,254.7,206.4,91.2,52.6,61.0,71.5,45.4
Revenue,7501.3,6129.3,4762.1,4227.4,3885.3,3550.0,2976.8,2708.4,1916.1
Shares_Diluted,128.019,129.17,108.289,115.119,120.915,120.832,122.384,122.313,32.84
Total_Assets,8727.8,7738.0,5245.7,5264.4,4325.9,4220.9,4117.4,4133.1,3438.6
Total_Liabilities,4801.9,4233.5,2708.0,2849.2,2729.8,3669.1,3597.5,3654.7,3022.7
