AAII_YR_DATA,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,4.0,2.3,2.2,0.9,1.2,6.7,5.7,4.0,5.4
Cash_from_Operations,-20.3,-3.5,14.3,11.4,6.3,9.0,-0.2,3.3,4.6
Diluted_EPS,4.065,-1.644,0.548,1.527,-0.697,-2.993,1.209,-1.9809999999999999,-0.304
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
LT_Debt,187.1,191.0,181.4,184.3,186.0,187.8,188.1,192.6,116.9
Net_Income,10.4,-3.8,1.5,4.1,-1.7,-7.1,2.9,-4.7,-0.7
Revenue,28.7,58.0,74.8,71.6,69.0,72.9,72.7,67.3,62.0
Shares_Diluted,2.5605,2.3001,2.6586,2.6725,2.3718,2.3841,2.4327,2.3689,2.355
Total_Assets,140.3,130.2,130.9,131.7,133.2,134.7,143.4,165.5,144.7
Total_Liabilities,191.9,182.1,174.6,175.6,180.8,180.1,181.2,206.6,136.9
