AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.2,2.7,2.5,2.8,3.5,3.2,10.2,2.4,5.9,6.2
Cash_from_Operations,61.7,242.9,89.2,141.4,72.6,64.3,115.0,89.8,54.6,75.9
Diluted_EPS,3.47,4.306,1.573,2.787,2.404,1.957,2.002,1.406,1.654,1.511
Goodwill_Intangibles,19.0,19.7,20.5,19.6,39.5,20.4,19.1,19.5,23.5,22.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,171.0,211.4,76.6,134.6,113.9,91.9,92.9,64.6,75.5,68.1
Revenue,566.9,583.8,427.5,410.8,381.1,378.7,351.5,328.7,313.9,297.7
Shares_Diluted,49.297,49.09,48.676,48.297,47.381,46.979,46.432,45.897,45.643,45.083
Total_Assets,673.4,492.7,348.5,402.4,481.0,410.1,333.7,305.3,280.7,274.9
Total_Liabilities,335.8,237.5,174.2,188.7,258.4,134.6,67.9,73.5,52.7,51.4
