AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,151.2,202.7,193.3,197.2,175.4,182.5,145.0,180.4
Cash_from_Operations,459.1,290.6,254.3,177.6,312.7,304.3,319.1,272.4
Diluted_EPS,2.827,1.914,1.514,1.811,4.509,3.692,3.423,1.727
Goodwill_Intangibles,114.2,130.2,139.2,321.1,193.5,152.3,156.6,179.2
LT_Debt,314.3,309.1,121.3,296.0,297.1,296.4,297.9,321.0
Net_Income,142.8,96.4,76.6,95.4,248.4,212.8,213.6,111.0
Revenue,2521.1,2752.6,2808.1,2854.7,2924.9,2972.9,3424.8,3439.2
Shares_Diluted,50.505,50.378,50.597,52.673,55.09,57.623,62.401,64.282
Total_Assets,2971.6,2802.3,2634.2,2707.9,2619.4,2436.2,2488.9,2738.1
Total_Liabilities,1582.7,1537.7,1462.2,1580.8,1543.4,1456.9,1645.1,1747.3
