AAII_YR_DATA,07/02/2022,07/03/2021,06/27/2020,06/29/2019,06/30/2018,07/01/2017,07/02/2016,06/27/2015,06/28/2014
Capital_Expenditures,632.8,470.7,720.4,692.4,687.8,686.4,527.3,542.8,523.2
Cash_from_Operations,1791.3,1903.8,1618.7,2411.2,2158.6,2239.4,1988.3,1555.5,1492.8
Diluted_EPS,2.643,1.021,0.419,3.199,2.704,2.083,1.645,1.151,1.578
Goodwill_Intangibles,5495.0,4690.2,4512.6,4753.5,4935.3,4953.6,2329.1,2114.6,2127.9
LT_Debt,10066.9,10588.2,12902.5,8122.1,6956.6,7660.9,7336.9,2271.8,2357.3
Net_Income,1358.8,524.2,215.5,1674.3,1430.8,1142.5,949.6,686.8,931.5
Revenue,68636.1,51297.8,52893.3,60113.9,58727.3,55371.1,50366.9,48680.8,46516.7
Shares_Diluted,514.0058,513.5551,514.026,523.3811,529.0899,548.545,577.3914,596.849,590.2162
Total_Assets,22085.7,21413.5,22628.3,17966.5,18070.4,17756.7,16721.8,17989.3,13141.1
Total_Liabilities,20703.4,19860.6,21469.7,15463.9,15563.4,15375.1,13242.2,12729.1,7874.4
