AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014
Capital_Expenditures,0.1,0.0,0.1,0.1,0.7,0.0,0.0,0.1,0.0
Cash_from_Operations,-21.3,-11.7,-10.6,-12.1,-10.7,-10.0,-10.9,-17.2,-6.5
Diluted_EPS,-0.349,-0.492,-1.436,-9.517,-13.237,-44.544,-145.057,-149.96200000000002,-182.185
Goodwill_Intangibles,12.7,0.3,,,,,,0.0,0.8
LT_Debt,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.2
Net_Income,-18.9,-14.8,-10.4,-12.2,-10.2,-9.5,-13.1,-13.1,-11.0
Revenue,1.8,1.2,1.7,0.6,0.5,0.8,0.7,4.1,1.5
Shares_Diluted,54.0102,30.0188,7.2097,1.2867,0.7673,0.213,0.0905,0.0875,0.0602
Total_Assets,73.4,86.4,13.5,18.4,14.1,10.1,10.4,18.9,38.1
Total_Liabilities,4.6,5.9,3.0,2.6,3.9,4.6,6.8,3.2,9.6
