AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.8,2.1,2.1,5.4,4.2,3.7,0.8,0.6,0.4,0.4
Cash_from_Operations,5.2,2.6,2.8,2.5,9.0,4.2,7.0,2.4,-1.0,-0.4
Diluted_EPS,-0.89,-0.599,-0.032,0.559,0.342,0.31,0.097,-0.027,0.006,0.025
Goodwill_Intangibles,81.4,85.1,1.7,5.3,5.3,2.2,2.4,2.5,2.7,3.0
LT_Debt,45.9,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-17.9,-11.8,-0.6,11.0,6.6,5.9,1.6,-0.5,0.1,0.4
Revenue,246.8,208.1,187.1,189.5,143.8,109.3,84.5,62.9,47.7,37.2
Shares_Diluted,20.068,19.7195,19.3469,19.6411,19.3476,18.8779,16.8337,16.649,16.649,16.649
Total_Assets,255.0,244.3,174.1,151.8,107.1,88.4,73.9,37.0,31.5,29.2
Total_Liabilities,133.6,116.0,49.3,39.2,17.8,15.7,14.3,9.7,6.8,7.0
