AAII_YR_DATA,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,531.0,581.0,538.0,594.0,617.0,476.0,447.0,588.0,651.0,678.0
Cash_from_Operations,2922.0,3575.0,3083.0,3006.0,2892.0,1912.0,2881.0,2529.0,3692.0,3649.0
Diluted_EPS,5.418,3.827,3.239,3.716,3.468,2.359,2.528,4.006,3.049,2.772
Goodwill_Intangibles,21386.0,10600.0,9202.0,9151.0,11957.0,7206.0,5713.0,8179.0,8871.0,9181.0
LT_Debt,8259.0,5793.0,6326.0,4277.0,3137.0,3794.0,4051.0,4289.0,3559.0,4055.0
Net_Income,3231.0,2303.0,1965.0,2306.0,2203.0,1518.0,1635.0,2710.0,2147.0,2004.0
Revenue,19629.0,18236.0,16785.0,18372.0,17408.0,15264.0,14522.0,16249.0,17733.0,24669.0
Shares_Diluted,596.3,601.8,606.6,620.6,635.3,643.4,646.8,676.5,704.1,704.1
Total_Assets,35672.0,24715.0,22882.0,20497.0,20390.0,19589.0,21732.0,22088.0,24177.0,24711.0
Total_Liabilities,25308.0,14832.0,14477.0,12264.0,11443.0,10871.0,14164.0,14007.0,14058.0,14126.0
