AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017
Capital_Expenditures,2.4,2.8,1.2,0.3,0.2,1.1
Cash_from_Operations,-28.1,2.9,10.8,6.5,12.9,11.3
Diluted_EPS,-1.215,0.03,0.532,0.814,0.7,0.581
Goodwill_Intangibles,20.2,2.0,0.7,0.8,0.8,0.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.2
Net_Income,-49.2,0.8,12.7,18.7,17.5,14.5
Revenue,89.5,71.5,65.1,63.9,61.5,53.0
Shares_Diluted,40.4859,26.1603,23.8438,23.0,25.0,25.0
Total_Assets,97.4,112.7,85.1,65.7,53.4,41.5
Total_Liabilities,19.3,18.0,5.5,4.8,8.8,18.2
