AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.1,0.0,0.0,0.3
Cash_from_Operations,12.0,32.5,-2.6,0.6,-1.4,4.1,4.4
Diluted_EPS,0.019,-0.025,0.06,0.039,0.101,0.068,0.078
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,1.0,-1.3,3.2,2.0,5.3,4.3,3.9
Revenue,27.9,37.6,40.5,51.3,29.6,7.7,7.4
Shares_Diluted,51.7606,51.9654,53.9345,51.875,52.1138,62.7957,50.0
Total_Assets,54.2,49.7,52.9,46.2,43.8,35.0,35.3
Total_Liabilities,12.8,8.6,7.8,7.6,4.6,0.1,5.0
