AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,4423.0,4046.0,3129.0,2788.0,1906.0,1621.0,1416.0,1581.0,1498.0
Cash_from_Operations,7948.0,4738.0,1563.0,3484.0,4438.0,5049.0,3056.0,1962.0,2278.0
Diluted_EPS,6.19,5.308,-1.617,-1.081,5.338,4.195,1.804,-4.294,0.628
Goodwill_Intangibles,1518.0,1486.0,1402.0,1263.0,1201.0,1163.0,1188.0,1206.0,1791.0
LT_Debt,9269.0,8991.0,7647.0,5557.0,5487.0,6314.0,8244.0,9606.0,8013.0
Net_Income,3317.0,2868.0,-864.0,-605.0,3107.0,2460.0,1040.0,-2474.0,362.0
Revenue,17316.0,12766.0,8948.0,11934.0,12564.0,11910.0,9300.0,8259.0,8599.0
Shares_Diluted,535.9,540.3,534.4,559.8,582.1,586.4,576.4,576.2,576.2
Total_Assets,52359.0,47368.0,41278.0,39350.0,39626.0,37028.0,35629.0,34688.0,36839.0
Total_Liabilities,26886.0,24363.0,21239.0,18046.0,16742.0,17177.0,18187.0,18281.0,18233.0
