AAII_YR_DATA,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.7,0.4,0.5,0.5,0.3,0.1,0.5
Cash_from_Operations,-3.7,-0.6,-1.3,-0.3,2.4,0.7,-0.5
Diluted_EPS,-0.791,-0.845,-0.2,-0.151,0.688,0.187,-0.379
Goodwill_Intangibles,3.4,3.0,2.7,2.6,2.3,2.5,2.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-7.4,-7.6,-1.7,-1.2,5.6,1.4,-2.7
Revenue,38.8,36.7,27.3,23.1,22.2,17.1,14.8
Shares_Diluted,14.6707,9.3331,9.0092,8.3988,7.7769,8.0941,7.4676
Total_Assets,30.0,29.0,33.4,27.7,26.5,19.5,17.4
Total_Liabilities,8.2,4.6,5.2,3.3,2.7,3.2,3.6
