AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.8,12.1,9.5,2.3,9.7,18.6,9.7
Cash_from_Operations,-0.1,-1.2,0.5,-4.8,-2.4,0.3,-2.3
Diluted_EPS,-0.135,-0.085,-0.015,-0.178,-1.55,-1.005,-0.743
Goodwill_Intangibles,,,,,,0.0,0.4
LT_Debt,11.9,17.9,10.5,0.0,3.3,3.9,4.8
Net_Income,-9.8,-5.8,-0.9,-7.7,-43.3,-15.8,-10.4
Revenue,0.7,1.3,0.6,0.4,1.6,5.5,1.3
Shares_Diluted,72.8571,68.1347,59.6231,43.1225,27.8978,15.7286,14.0162
Total_Assets,40.9,38.1,28.8,12.4,9.2,36.2,16.7
Total_Liabilities,25.9,20.1,12.8,5.3,5.8,17.0,7.5
