AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,0.0,0.2,2.5,9.8,14.1,10.2,0.7,1.2,1.2,0.7
Cash_from_Operations,-10.1,-19.8,-55.7,-26.4,26.5,0.2,8.5,13.7,-5.9,-20.7
Diluted_EPS,-0.437,-1.065,-1.709,-6.672,-3.217,0.193,1.111,1.5530000000000002,0.679,0.279
Goodwill_Intangibles,1.0,2.2,2.6,3.8,6.9,7.3,7.7,0.7,0.7,
LT_Debt,33.1,36.2,32.1,24.3,24.0,19.2,17.2,0.0,0.0,0.0
Net_Income,-5.7,-12.7,-20.4,-80.0,-38.8,2.4,14.2,17.6,7.4,2.4
Revenue,4.8,9.5,120.6,191.4,222.0,177.6,156.9,101.6,74.0,42.8
Shares_Diluted,12.9607,11.9573,11.9545,11.9928,12.0649,12.2229,12.7357,11.3416,10.8409,8.4349
Total_Assets,48.2,119.7,150.9,470.3,482.5,423.6,411.3,283.9,219.3,163.1
Total_Liabilities,73.7,140.6,159.3,464.6,391.9,296.2,281.7,174.5,155.6,103.2
