AAII_YR_DATA,01/29/2023,01/30/2022,01/31/2021,02/02/2020,02/03/2019,02/04/2018,01/29/2017,01/31/2016
Capital_Expenditures,25.2,15.9,8.4,10.3,10.7,6.6,3.7,1.0
Cash_from_Operations,-21.4,34.0,40.5,-11.2,-7.0,-2.7,-6.5,-8.9
Diluted_EPS,1.77,2.858,0.96,-1.066,-3.278,-0.519,-0.532,-0.696
Goodwill_Intangibles,1.6,1.6,1.7,1.5,1.1,0.7,0.7,0.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.2
Net_Income,28.2,45.9,14.7,-15.2,-34.5,-6.7,-6.9,-9.0
Revenue,651.5,498.2,320.7,233.4,165.9,101.8,76.3,74.1
Shares_Diluted,15.9557,16.0581,15.333,14.2604,10.5367,12.9269,12.9269,12.9269
Total_Assets,418.1,371.6,171.0,125.7,105.0,41.4,20.7,17.8
Total_Liabilities,224.8,215.4,63.1,35.5,26.2,17.8,13.7,15.2
