AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017
Capital_Expenditures,276.3,246.4,258.6,247.0,166.6,11.6
Cash_from_Operations,696.9,586.2,593.3,287.7,324.8,-40.7
Diluted_EPS,-0.177,-0.35,-0.019,0.6,0.654,-0.284
Goodwill_Intangibles,8177.1,8556.7,4824.4,4604.4,4799.7,
LT_Debt,4580.1,4734.8,4762.8,5787.1,5867.5,0.0
Net_Income,-57.4,-112.2,-5.6,176.7,192.4,-83.6
Revenue,3480.8,3090.4,3303.0,3281.7,3298.8,309.6
Shares_Diluted,323.9966,320.7718,302.4129,294.327,294.327,294.327
Total_Assets,9932.5,10112.6,6630.2,6204.1,6200.9,
Total_Liabilities,6656.4,6860.4,6533.7,7108.9,7267.1,
