AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.1,3.8,6.3,7.9,5.9,3.2,5.0,5.9
Cash_from_Operations,1.0,2.5,2.1,-0.3,8.2,7.7,-3.3,5.2
Diluted_EPS,-0.293,-0.231,-0.194,-0.269,-0.355,-0.123,-0.472,-0.05
Goodwill_Intangibles,22.3,24.4,26.5,28.6,30.8,30.0,1.6,1.6
LT_Debt,1.1,0.7,1.4,3.4,6.0,6.0,1.4,0.9
Net_Income,-11.6,-9.0,-7.6,-9.8,-10.7,-3.5,-12.9,-1.4
Revenue,81.4,121.8,143.9,140.0,127.4,110.2,106.6,111.8
Shares_Diluted,39.465,39.0902,38.8953,36.3813,30.2517,28.2138,27.3898,27.3069
Total_Assets,63.2,79.9,91.5,108.8,93.4,89.0,66.2,74.8
Total_Liabilities,29.8,36.2,40.3,54.4,53.8,42.9,23.8,22.6
