AAII_YR_DATA,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013
Capital_Expenditures,3.9,2.4,1.4,2.5,3.5,3.2,2.0,2.6,4.3,3.0
Cash_from_Operations,34.9,61.2,55.7,49.5,46.1,51.9,48.8,41.0,28.6,28.2
Diluted_EPS,4.703,4.732,3.59,3.46,4.563,4.441,3.501,2.821,2.857,1.873
Goodwill_Intangibles,128.8,144.8,123.6,134.7,150.0,97.6,80.2,89.0,65.5,69.6
LT_Debt,180.0,0.0,0.0,0.0,25.0,0.0,0.0,43.4,51.8,58.8
Net_Income,44.4,44.6,33.9,32.5,42.7,41.6,32.5,26.1,26.2,16.8
Revenue,325.7,293.3,261.2,281.4,284.2,252.6,238.1,238.0,224.0,216.1
Shares_Diluted,9.4343,9.4284,9.4398,9.3792,9.3661,9.3574,9.2941,9.2541,9.1657,9.1657
Total_Assets,611.6,404.2,346.8,308.0,316.5,254.7,262.8,257.9,245.5,224.4
Total_Liabilities,238.8,59.8,44.0,36.7,69.7,43.8,88.7,103.6,109.0,111.5
