AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,13.4,4.5,7.5,9.0,4.2,4.2,2.9,2.1,3.0,6.8
Cash_from_Operations,11.1,-1.9,4.2,21.0,24.4,28.0,17.2,14.4,16.9,19.9
Diluted_EPS,-1.427,-0.048,-0.626,0.484,0.235,3.135,2.062,0.276,1.743,0.506
Goodwill_Intangibles,508.7,559.7,563.0,575.5,544.9,505.0,480.5,240.6,244.5,116.0
LT_Debt,285.5,293.8,258.3,248.8,243.3,212.5,247.7,86.5,93.0,102.6
Net_Income,-42.1,-1.4,-17.8,13.5,6.5,87.1,47.5,6.4,40.0,11.5
Revenue,256.4,241.4,206.1,261.6,257.5,232.2,136.7,105.9,58.7,56.1
Shares_Diluted,29.474,29.264,28.3865,27.7779,27.534,27.7927,23.0257,23.0257,22.9448,22.8382
Total_Assets,714.9,762.1,738.6,760.1,681.1,654.7,661.7,311.4,314.2,264.2
Total_Liabilities,491.5,499.0,470.9,475.5,406.1,368.6,459.2,177.9,183.6,170.6
