AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.4,0.8,0.9,0.3,0.9,0.3,0.4,0.6
Cash_from_Operations,-19.7,6.8,5.7,10.9,7.6,1.2,1.3,13.4
Diluted_EPS,0.523,0.644,0.669,0.207,1.151,0.213,0.056,-2.643
Goodwill_Intangibles,1.1,1.1,1.1,1.1,,,,
LT_Debt,20.6,20.6,24.1,24.1,124.1,139.1,24.1,24.1
Net_Income,6.7,8.3,8.5,2.5,13.3,2.2,0.6,-26.6
Revenue,33.9,39.8,37.7,32.2,30.8,31.2,31.8,33.8
Shares_Diluted,12.8318,12.8554,12.6976,12.2777,11.5749,10.1127,10.0964,10.0964
Total_Assets,952.6,826.0,974.2,804.8,787.5,762.1,776.3,799.6
Total_Liabilities,842.9,721.4,875.8,713.7,699.6,675.6,692.5,716.8
