AAII_YR_DATA,07/02/2021,07/03/2020,06/28/2019,06/29/2018,06/30/2017,07/01/2016,07/03/2015,06/27/2014
Capital_Expenditures,4.6,5.2,6.6,4.0,1.6,3.7,9.4,9.4
Cash_from_Operations,17.5,2.9,8.2,9.4,-0.1,-9.0,-29.3,-29.3
Diluted_EPS,9.423,0.024,0.867,0.163,-0.078,-2.855,-2.383,-4.987
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,110.1,0.3,9.7,1.8,-0.8,-29.9,-24.7,-51.2
Revenue,274.9,238.6,243.9,242.5,241.9,268.7,335.9,346.0
Shares_Diluted,11.688,10.936,11.236,11.294,10.584,10.476,10.3667,10.2667
Total_Assets,297.7,179.8,169.2,156.1,152.6,166.1,224.7,253.2
Total_Liabilities,114.3,111.1,97.7,98.5,98.8,113.0,141.0,141.3
