AAII_YR_DATA,11/28/2021,11/29/2020,11/24/2019,11/25/2018,11/26/2017,11/27/2016,11/29/2015,11/30/2014,11/24/2013
Capital_Expenditures,166.9,130.4,175.4,159.4,118.6,103.0,102.3,73.4,91.8
Cash_from_Operations,737.3,469.6,412.2,420.4,525.9,306.6,218.3,232.9,411.3
Diluted_EPS,1.351,-0.32,0.966,0.729,0.732,0.744,0.536,0.271,0.586
Goodwill_Intangibles,678.2,312.2,278.6,279.1,323.1,277.2,278.4,284.8,339.5
LT_Debt,1020.7,1546.7,1006.7,1020.2,1055.4,1021.6,1017.3,1104.1,1514.3
Net_Income,553.5,-127.1,394.6,283.1,281.4,291.1,209.4,106.1,229.2
Revenue,5763.9,4452.6,5763.1,5575.4,4904.0,4552.7,4494.5,4754.0,4681.7
Shares_Diluted,409.7782,397.3151,408.3659,388.6074,384.3383,390.989,390.989,390.989,390.98900000000003
Total_Assets,5900.1,5641.2,4232.4,3542.7,3357.8,2987.1,2884.4,2924.1,3127.4
Total_Liabilities,4234.4,4341.8,2668.9,2583.4,2533.9,2398.2,2485.3,2693.2,2917.2
