AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,268.0,320.0,263.0,200.0,127.0,145.0,145.0,133.0,148.5,131.7
Cash_from_Operations,3939.0,4810.0,4442.0,2410.0,1993.0,1741.0,1925.0,1131.0,1164.9,1060.3
Diluted_EPS,-27.682,0.672,0.252,0.661,2.548,3.753,1.591,2.187,2.349,1.676
Goodwill_Intangibles,46470.0,68168.0,70566.0,71244.0,18472.0,19343.0,20450.0,26647.2,11039.0,10695.8
LT_Debt,14207.0,14825.0,15951.0,17229.0,8670.0,7718.0,10146.0,11429.0,5054.6,4339.8
Net_Income,-16720.0,417.0,158.0,298.0,846.0,1261.0,525.0,632.0,679.0,493.1
Revenue,14528.0,13877.0,12552.0,10333.0,8423.0,8668.0,8831.0,6596.0,6413.0,6063.4
Shares_Diluted,604.0,621.0,627.0,451.0,332.0,336.0,330.0,289.0,289.0,294.2
Total_Assets,63278.0,82931.0,83842.0,83806.0,23770.0,24526.0,26031.0,26200.0,14520.5,13960.1
Total_Liabilities,36060.0,35584.0,34542.0,34366.0,13555.0,13815.0,16290.0,16879.0,7963.8,7379.6
