AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016
Capital_Expenditures,3.5,2.8,1.6,2.0,2.8,0.7,0.6
Cash_from_Operations,-17.5,-6.2,11.4,29.7,18.4,9.6,-1.2
Diluted_EPS,-0.17,-0.175,0.092,-0.603,-0.393,-0.21,-0.209
Goodwill_Intangibles,112.8,96.1,60.9,69.4,41.1,67.1,
LT_Debt,97.1,97.0,84.7,37.1,25.7,41.0,0.0
Net_Income,-7.2,-6.9,3.4,-18.4,-11.0,-5.9,-5.9
Revenue,328.4,206.7,172.4,160.3,133.5,46.9,41.2
Shares_Diluted,42.3023,39.2186,36.417,30.4784,28.0981,28.0981,28.0981
Total_Assets,518.2,394.6,297.6,242.5,196.6,239.9,
Total_Liabilities,390.9,326.8,251.4,195.2,182.9,204.0,
