AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1.2,0.6,1.6,1.6,1.6,1.8,0.8,1.0
Cash_from_Operations,33.7,-6.5,31.4,25.8,21.6,12.7,28.3,-9.8
Diluted_EPS,-0.031,-0.522,1.109,0.697,0.294,-0.128,0.427,0.384
Goodwill_Intangibles,20.7,23.0,25.7,27.2,28.9,31.0,33.2,56.1
LT_Debt,0.0,16.3,2.8,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.4,-6.9,15.3,10.0,4.4,-2.0,6.7,6.0
Revenue,476.9,280.2,517.0,484.9,449.3,414.8,382.0,326.6
Shares_Diluted,14.5246,13.2227,13.8121,14.412,14.8203,15.2193,15.6012,15.6271
Total_Assets,191.7,144.4,178.8,157.9,153.6,133.0,128.8,108.9
Total_Liabilities,115.7,99.0,128.2,105.1,98.2,81.1,74.4,56.2
