AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,4.5,1.9,0.2,0.1,6.6,2.8,0.9
Cash_from_Operations,-38.7,-36.7,-15.4,-6.4,-22.1,-50.8,-23.7
Diluted_EPS,-1.645,-2.138,-0.616,-0.284,-2.165,-1.5,-0.611
Goodwill_Intangibles,16.8,16.7,5.8,6.4,127.8,128.2,128.2
LT_Debt,19.7,14.1,3.4,4.7,0.0,0.0,0.0
Net_Income,-48.5,-39.0,-18.0,-8.3,-98.0,-67.2,-27.4
Revenue,27.4,11.0,6.6,4.8,1.4,,
Shares_Diluted,29.4634,18.2225,29.2289,29.2289,45.2737,44.7777,44.7777
Total_Assets,81.4,116.3,26.9,38.8,287.7,198.5,205.6
Total_Liabilities,34.8,25.5,13.4,7.3,162.4,99.2,93.9
