AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.1,1.1,4.9,6.9,2.7,2.0,1.5
Cash_from_Operations,1.8,19.7,19.3,0.6,-5.1,-4.5,-1.4
Diluted_EPS,-0.013,0.183,0.074,-0.124,-0.288,-0.208,-0.031
Goodwill_Intangibles,10.1,7.9,8.1,12.6,19.0,17.2,6.8
LT_Debt,4.0,6.0,10.7,7.1,5.7,1.0,1.5
Net_Income,-0.8,10.6,3.7,-5.6,-11.3,-6.6,-0.8
Revenue,121.0,122.0,104.9,119.1,70.2,58.5,39.6
Shares_Diluted,59.0651,57.6244,49.7202,45.287,39.1345,31.5891,25.3845
Total_Assets,141.6,149.8,72.4,69.4,67.6,41.4,32.1
Total_Liabilities,38.5,36.8,40.4,53.8,57.5,27.0,29.3
