AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,0.0,0.4,0.5,0.9,,0.1,0.3,0.1
Cash_from_Operations,-15.2,-17.4,-14.1,-10.3,-11.5,-6.1,-7.8,-8.0,-3.0
Diluted_EPS,-0.113,-0.118,-0.126,-0.153,-0.363,-0.208,-0.177,-0.319,-0.11599999999999999
Goodwill_Intangibles,4.4,4.4,4.4,4.4,4.4,4.4,4.4,,
LT_Debt,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Net_Income,-23.7,-23.2,-18.3,-15.0,-32.8,-12.0,-9.1,-10.2,-3.7
Revenue,,0.2,0.1,0.1,0.1,0.0,0.2,0.0,0.0
Shares_Diluted,210.1783,196.8946,145.1952,98.1032,90.475,57.6548,51.481,32.0767,32.0
Total_Assets,61.3,71.0,40.2,19.9,14.4,9.8,8.4,3.4,11.3
Total_Liabilities,8.8,7.2,7.2,3.8,3.7,2.7,2.3,1.1,0.9
