AAII_YR_DATA,12/31/2022,12/25/2021,12/26/2020,12/28/2019,12/29/2018,12/30/2017,12/31/2016,12/26/2015,12/27/2014,12/28/2013
Capital_Expenditures,37.6,31.8,43.9,31.2,38.5,46.1,37.5,28.8,39.2,41.3
Cash_from_Operations,723.9,311.7,245.1,200.5,167.9,44.0,157.8,159.6,90.6,128.5
Diluted_EPS,11.64,8.249,2.474,1.792,1.824,1.489,1.744,1.542,1.789,3.056
Goodwill_Intangibles,212.4,233.0,245.0,213.4,212.3,172.3,160.2,160.9,121.4,94.4
LT_Debt,1.2,1.1,286.6,378.7,489.6,448.6,213.7,204.3,205.3,206.3
Net_Income,658.3,468.5,139.5,101.0,104.5,85.6,99.7,87.9,101.6,172.6
Revenue,3982.5,3769.3,2398.0,2430.6,2507.9,2266.1,2055.6,2100.0,2364.2,2158.5
Shares_Diluted,56.555,56.798,56.39,56.343,57.269,57.484,57.169,56.968,56.768,56.484
Total_Assets,2242.4,1728.9,1528.6,1370.9,1369.5,1320.2,1447.5,1338.8,1328.1,1247.8
Total_Liabilities,451.5,506.8,751.8,727.5,821.2,798.1,548.8,511.5,565.9,544.4
