AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2015,09/30/2012,09/30/2011,09/30/2010
Capital_Expenditures,0.1,0.0,0.0,,0.0,0.5,0.1
Cash_from_Operations,1.0,-1.4,1.0,0.0,0.0,-0.8,-0.5
Diluted_EPS,-0.36,-0.182,-0.065,-0.029,,,
Goodwill_Intangibles,22.2,21.7,6.7,,,,
LT_Debt,7.7,10.3,5.9,0.5,0.0,0.0,0.5
Net_Income,-15.0,-7.6,-2.7,-0.1,0.9,-2.2,-0.8
Revenue,42.2,25.1,13.3,,0.0,0.0,0.0
Shares_Diluted,41.6994,41.5131,41.5131,4.1634,,,
Total_Assets,33.0,30.8,10.6,0.7,0.0,1.0,0.7
Total_Liabilities,15.5,15.4,8.0,0.7,0.1,2.1,1.4
