AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.1,0.1,0.5,0.9,1.5,0.1,0.0,0.3,0.1,0.1
Cash_from_Operations,-3.7,-4.8,-0.7,-4.6,-2.8,0.8,0.0,-2.2,-1.2,3.6
Diluted_EPS,0.452,-0.255,-0.59,-0.919,-2.72,-3.472,-5.125,-4.67,0.143,0.0069999999999999
Goodwill_Intangibles,1.5,1.9,0.2,0.2,0.2,,,,,
LT_Debt,0.8,0.9,1.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0
Net_Income,13.5,-3.2,-2.7,-3.6,-6.2,-4.5,-5.8,-4.6,0.1,0.0
Revenue,11.9,6.8,9.3,14.5,12.0,8.5,6.1,7.5,14.5,11.2
Shares_Diluted,30.0025,12.697,4.6246,3.9088,2.2967,1.2835,1.1306,0.9753,0.8736,0.7904
Total_Assets,69.5,80.3,27.6,22.2,17.3,10.1,11.3,19.5,23.9,19.8
Total_Liabilities,9.9,38.5,12.0,8.7,6.5,5.4,5.4,8.7,9.1,7.9
