AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.1,,,,,,
Cash_from_Operations,-11.2,-11.9,-7.6,-6.3,-2.5,-0.5,-0.3,-0.5
Diluted_EPS,-0.508,-1.045,-0.874,-0.872,-2.444,-0.174,-0.064,-0.125
Goodwill_Intangibles,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-12.7,-19.4,-10.9,-8.6,-11.6,-1.1,-0.4,-0.8
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,25.0376,18.5887,12.4631,9.8525,4.7594,6.5382,6.5382,6.5382
Total_Assets,5.7,7.5,5.5,7.7,4.7,0.0,0.2,0.2
Total_Liabilities,2.5,4.0,1.5,0.5,0.3,1.0,0.3,0.1
