AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,6.0,12.3,4.8,8.9,14.6,8.5,10.7
Cash_from_Operations,247.9,163.4,152.9,218.4,138.4,139.1,113.9
Diluted_EPS,-2.368,1.564,-1.649,0.158,0.621,-0.382,0.165
Goodwill_Intangibles,139.8,235.2,27.4,18.3,5.5,5.7,
LT_Debt,2928.1,2159.7,1413.7,1549.2,1310.3,934.0,0.0
Net_Income,-77.7,47.4,-45.1,4.3,16.6,-10.2,4.4
Revenue,640.7,530.5,335.1,442.4,473.6,324.6,248.8
Shares_Diluted,32.8258,30.3232,27.3333,27.0032,26.7098,26.7098,26.7098
Total_Assets,3613.7,2946.6,2009.1,2201.9,1739.9,1215.0,
Total_Liabilities,3066.1,2342.7,1542.7,1713.1,1393.4,998.3,
