AAII_YR_DATA,01/01/2022,01/02/2021,12/28/2019,12/29/2018,12/30/2017,12/31/2016,01/02/2016,01/03/2015,12/28/2013
Capital_Expenditures,274.1,280.1,359.5,321.9,274.2,243.5,229.8,228.9,118.3
Cash_from_Operations,704.4,624.7,362.6,398.6,410.4,391.0,421.0,275.2,210.7
Diluted_EPS,3.895,1.775,1.857,0.604,0.771,0.619,0.476,0.389,0.909
Goodwill_Intangibles,1616.9,1733.9,1749.7,1825.0,1977.6,1937.8,2015.5,2252.8,2580.6
LT_Debt,1439.0,1480.5,1558.4,1666.9,1698.0,1727.7,1885.9,2098.0,866.9
Net_Income,650.9,296.8,312.6,101.5,128.5,102.3,78.5,64.2,109.0
Revenue,4741.4,3571.9,3363.9,3387.7,3662.3,3391.9,3391.3,3956.4,1723.6
Shares_Diluted,167.096,167.208,168.378,167.91,166.73,165.212,165.119,165.05900000000003,119.92399999999999
Total_Assets,6133.7,5613.3,5345.3,4889.4,4958.2,4698.0,4760.6,5126.5,3244.1
Total_Liabilities,2852.8,2721.4,2779.4,2616.3,2713.3,2725.0,2889.9,3173.6,1223.2
