AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,13.2,14.4,5.7,12.6,10.8,12.4,12.4,13.4,13.9
Cash_from_Operations,202.5,179.5,202.5,221.4,189.7,135.8,119.6,123.2,103.2
Diluted_EPS,3.479,3.079,3.228,3.245,3.035,2.321,2.193,2.215,1.936
Goodwill_Intangibles,864.3,846.6,836.9,807.3,825.1,480.8,484.1,387.0,390.5
LT_Debt,3.3,80.6,91.1,97.9,122.8,102.2,102.1,102.1,102.1
Net_Income,189.2,164.2,168.7,167.9,150.1,103.3,90.8,90.9,78.4
Revenue,387.4,389.3,385.7,362.7,329.5,285.2,259.6,256.2,264.2
Shares_Diluted,54.4,53.321,52.248,51.748,49.47,44.485,41.401,41.029,40.504
Total_Assets,15552.7,13931.1,11410.3,10607.3,10746.2,8666.4,8552.7,7489.4,7095.9
Total_Liabilities,13451.9,11827.0,9555.1,8893.5,9110.9,7468.3,7412.0,6501.5,6220.1
