AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.3,0.7,0.1,1.2,1.6,0.5,0.0
Cash_from_Operations,-10.3,-7.6,-6.0,-4.1,-1.8,-0.4,-0.9
Diluted_EPS,-0.648,-0.467,-0.502,-0.838,-0.464,-0.008,-0.053
Goodwill_Intangibles,1.4,10.5,8.7,9.2,6.3,0.0,0.0
LT_Debt,0.1,0.1,2.0,2.2,0.4,0.5,0.5
Net_Income,-18.3,-10.5,-5.0,-6.5,-3.1,-0.1,-0.4
Revenue,16.2,14.4,12.8,15.1,6.7,0.8,0.0
Shares_Diluted,28.2739,22.5517,11.0501,7.7536,6.5827,7.243,7.243
Total_Assets,11.1,27.2,19.7,20.4,11.1,1.3,1.6
Total_Liabilities,6.4,9.3,9.3,10.4,13.4,0.5,0.8
